TransactionID,Store,Category,Date,Quantity,UnitPrice,Revenue
43741,Store_A,Electronics,11/12/2019,,100,200
30654,Store_B,Eletronics,6/1/2019,1,-5,
71314,Store_A,Eletronics,6/13/2019,-2,50,200
11408,store_a,Home,14/07/2019,1,100,100
52903,Store C,Electronics,11/16/2019,-2,20,100
94208,Store_A,Clothing,3/11/2019,2,20,500
11218,store_a,Clothing,10/6/2019,5,100,
60572,STORE_B,Electronics,3/7/2020,2,10,500
68798,Store_B,Eletronics,10/29/2020,10,10,
40105,store_a,Electronics,9/25/2020,-2,100,200
79634,STORE_B,Eletronics,9/7/2020,3,,100
75063,Store_A,Eletronics,6/5/2020,1,,100
17619,Store_A,Clothing,21/08/2019,10,10,200
21939,STORE_B,Home,9/4/2020,,50,-50
28226,STORE_B,Groceries,12/24/2019,10,-5,-50
35322,Store_B,Electronics,2/11/2019,5,20,-50
68215,Store_A,Eletronics,12/25/2020,-2,50,
26878,STORE_B,Electronics,11/3/2020,1,10,200
16560,Store C,Home,8/20/2019,2,100,
48278,Store C,Home,4/15/2020,1,,
46212,STORE_B,Groceries,28/03/2020,3,10,200
83079,Store_B,Groceries,9/30/2020,1,50,
33946,Store_A,Eletronics,7/13/2020,10,50,200
41740,Store C,Groceries,7/7/2020,10,-5,-50
17253,STORE_B,Eletronics,7/26/2020,2,10,-50
89311,STORE_B,Clothing,8/24/2020,2,20,
42813,store_a,Eletronics,13/10/2020,2,50,100
74331,STORE_B,Groceries,9/12/2019,,20,200
37632,Store_B,Electronics,8/24/2020,-2,20,500
58365,Store C,Groceries,10/7/2019,3,100,500
77593,store_a,Home,4/27/2019,,10,
43431,Store C,Groceries,9/1/2020,,10,100
47436,Store C,Clothing,30/03/2020,,20,200
28413,Store_B,Eletronics,1/5/2019,1,100,-50
48485,STORE_B,Home,10/25/2019,5,50,
78232,Store_B,Eletronics,4/7/2019,-2,50,200
26101,STORE_B,Eletronics,12/8/2020,1,10,200
18831,store_a,Groceries,12/10/2020,2,20,200
94583,Store_B,Electronics,6/1/2020,3,100,100
61897,Store_B,Home,1/13/2020,,100,200
15004,Store_A,Clothing,3/1/2020,1,50,100
98241,Store_B,Clothing,6/20/2020,-2,50,100
55924,Store_A,Electronics,7/6/2020,10,,200
31509,STORE_B,Electronics,6/18/2019,-2,,-50
47170,STORE_B,Groceries,5/29/2020,,20,200
53555,STORE_B,Clothing,18/10/2020,-2,,-50
24662,Store_A,Home,3/5/2020,1,100,
75930,STORE_B,Electronics,7/22/2020,10,,500
57403,Store C,Electronics,3/24/2019,1,10,
46365,Store_B,Electronics,11/26/2019,1,10,100
72188,Store_A,Home,11/21/2020,,-5,
86060,STORE_B,Clothing,1/3/2020,1,50,500
36673,Store C,Home,4/1/2020,2,50,500
73471,Store_B,Home,12/19/2019,-2,20,-50
27156,Store_B,Groceries,12/10/2019,10,10,
67287,STORE_B,Electronics,22/01/2020,3,-5,100
11645,Store C,Clothing,5/11/2020,5,20,100
69076,Store_A,Groceries,31/01/2019,-2,20,-50
85351,STORE_B,Groceries,10/8/2020,,,-50
60151,Store_B,Eletronics,7/17/2019,10,50,
77384,Store_B,Electronics,3/20/2019,2,20,-50
43541,Store_B,Clothing,11/8/2020,10,20,500
82847,STORE_B,Clothing,7/4/2020,3,50,100
97099,store_a,Clothing,30/03/2019,,50,500
90739,store_a,Electronics,8/2/2019,10,10,200
60955,store_a,Clothing,10/30/2020,-2,50,500
19290,Store C,Home,15/09/2019,2,,100
68942,STORE_B,Home,12/6/2019,,10,200
92667,Store_B,Electronics,6/8/2019,2,-5,
40143,Store C,Clothing,8/1/2019,,20,200
34509,store_a,Eletronics,7/10/2020,5,,-50
97780,Store_A,Eletronics,7/20/2019,3,,100
46741,Store C,Eletronics,1/22/2019,5,10,-50
36898,Store C,Home,23/09/2020,-2,20,500
95674,STORE_B,Eletronics,18/06/2020,-2,10,
72948,Store C,Clothing,14/06/2020,-2,100,100
71768,STORE_B,Clothing,17/03/2020,1,100,
53262,Store_A,Eletronics,23/02/2019,-2,10,100
15506,Store_B,Groceries,1/7/2019,2,20,-50
30605,Store_B,Eletronics,9/6/2020,5,20,500
88590,store_a,Groceries,14/03/2019,2,50,200
38231,store_a,Electronics,6/2/2019,,,
89397,Store_A,Electronics,8/1/2020,2,10,100
87123,Store_B,Clothing,5/1/2020,1,,100
23515,store_a,Home,5/3/2020,2,,
97211,Store C,Clothing,14/07/2019,,100,200
48622,STORE_B,Clothing,3/28/2019,,100,500
26600,store_a,Home,8/10/2019,5,-5,100
37892,Store_A,Clothing,2/17/2020,-2,10,100
93279,Store_B,Home,8/6/2020,3,-5,
79310,Store_A,Clothing,7/21/2019,10,10,
31801,STORE_B,Electronics,7/24/2020,5,20,100
47695,STORE_B,Groceries,22/07/2020,1,10,100
38853,Store_A,Clothing,8/9/2019,10,20,100
14429,store_a,Groceries,6/6/2019,2,20,-50
14606,store_a,Eletronics,18/04/2020,5,10,100
14478,Store_B,Clothing,5/9/2019,10,20,500
93816,Store_B,Electronics,19/06/2020,-2,,500
50134,Store C,Home,9/4/2020,-2,20,200
79963,Store C,Electronics,26/05/2019,5,,
80897,Store_B,Groceries,9/27/2019,-2,,200
35475,Store C,Home,14/12/2020,2,,100
76177,Store_A,Electronics,6/12/2019,,50,
31730,store_a,Electronics,12/8/2019,5,-5,100
31113,Store C,Electronics,1/24/2019,1,50,
30011,Store C,Home,5/11/2020,10,20,-50
65746,Store_A,Electronics,7/12/2019,10,-5,-50
52853,STORE_B,Electronics,27/05/2019,10,-5,-50
95195,Store_B,Groceries,1/25/2020,5,-5,200
46818,Store_A,Electronics,5/11/2020,2,10,
47321,STORE_B,Electronics,21/08/2019,5,20,200
31309,Store_A,Eletronics,16/03/2019,5,50,
28688,store_a,Home,5/9/2019,-2,-5,100
38176,Store_A,Eletronics,17/10/2019,,-5,-50
78879,Store_A,Groceries,7/6/2020,10,100,-50
77592,store_a,Eletronics,25/11/2019,2,-5,
94728,Store_B,Clothing,12/27/2019,3,-5,200
99012,STORE_B,Home,3/2/2019,2,100,200
19416,Store C,Electronics,22/05/2020,-2,20,500
49994,Store_B,Eletronics,10/14/2019,5,50,-50
76422,Store_A,Eletronics,6/2/2019,1,,-50
18584,Store C,Electronics,13/07/2019,2,50,200
28830,store_a,Electronics,1/4/2020,10,20,-50
95825,Store_B,Groceries,17/06/2019,1,50,200
87066,STORE_B,Eletronics,23/04/2020,3,100,500
13591,Store_B,Eletronics,20/12/2019,3,-5,
31395,Store_B,Clothing,9/19/2019,1,-5,
64182,Store C,Clothing,26/02/2019,-2,,500
26738,store_a,Eletronics,4/21/2019,3,20,-50
12631,store_a,Clothing,30/07/2019,1,-5,100
27905,Store_B,Eletronics,5/21/2019,5,20,-50
29056,store_a,Home,14/01/2019,1,10,200
99082,Store C,Groceries,6/18/2020,5,,100
45447,Store C,Clothing,3/20/2019,-2,20,500
64418,STORE_B,Eletronics,20/11/2019,10,50,
47190,store_a,Clothing,5/23/2020,10,50,
36014,STORE_B,Groceries,28/08/2019,3,50,-50
82999,Store_A,Home,3/7/2019,,50,
60278,Store C,Electronics,25/10/2020,,20,-50
11780,Store_B,Electronics,10/14/2019,1,100,200
69258,Store C,Clothing,13/04/2020,-2,,200
52192,Store_A,Eletronics,5/3/2019,5,50,500
69300,Store_B,Groceries,7/6/2020,10,20,200
53923,store_a,Home,7/8/2020,-2,-5,-50
99196,store_a,Home,30/09/2019,10,-5,
12395,Store C,Home,1/4/2019,10,20,200
25779,Store_B,Electronics,2/16/2020,3,50,200
81028,Store_B,Groceries,9/7/2019,10,10,-50
39722,STORE_B,Electronics,29/09/2020,,20,200
17111,Store_A,Clothing,17/09/2020,2,,
19984,store_a,Home,3/28/2020,3,,
82328,Store C,Groceries,6/7/2019,1,10,
36924,Store_B,Home,16/04/2019,2,-5,
62703,store_a,Electronics,10/10/2019,3,-5,100
42577,Store C,Electronics,16/07/2020,-2,20,
17711,store_a,Electronics,11/12/2020,3,10,100
95548,Store C,Home,18/11/2019,5,20,
14096,store_a,Groceries,4/9/2019,2,20,
76555,STORE_B,Groceries,12/1/2019,2,10,-50
99848,Store_A,Clothing,14/06/2020,,-5,
85012,store_a,Home,6/2/2019,2,100,200
18254,Store_A,Clothing,18/01/2019,10,50,
87120,store_a,Clothing,13/04/2019,,50,500
15965,Store_B,Clothing,12/2/2020,-2,50,-50
87000,STORE_B,Clothing,18/03/2019,10,10,-50
87975,STORE_B,Electronics,27/01/2019,,20,
67987,Store_A,Clothing,22/11/2020,1,20,500
42963,Store_B,Groceries,21/11/2019,-2,,
13273,Store C,Clothing,6/15/2020,,20,200
25330,STORE_B,Electronics,2/22/2019,1,-5,-50
31494,Store_B,Eletronics,12/18/2020,,100,-50
86422,Store_B,Eletronics,2/5/2020,1,50,500
13212,Store_A,Eletronics,20/08/2020,10,-5,100
93441,Store_B,Home,12/11/2019,-2,-5,500
97594,Store_B,Groceries,10/1/2020,-2,100,200
11080,Store C,Electronics,1/1/2019,,50,500
42675,Store_A,Eletronics,6/16/2019,5,10,100
32007,Store_A,Electronics,11/13/2019,,100,200
92641,Store_B,Electronics,20/04/2020,1,-5,200
56815,Store C,Home,22/08/2019,-2,20,100
93482,store_a,Eletronics,16/06/2019,3,50,
10639,STORE_B,Clothing,9/30/2019,10,,500
73593,Store_A,Electronics,1/8/2020,5,100,200
88038,Store C,Eletronics,16/10/2020,3,-5,500
13736,Store C,Electronics,18/06/2019,3,10,100
26473,Store_B,Home,7/20/2019,10,-5,-50
44019,STORE_B,Home,29/04/2020,,,100
96623,Store_A,Clothing,25/09/2020,2,10,500
46820,store_a,Home,14/08/2020,5,50,200
94861,Store_B,Eletronics,5/20/2019,,100,500
67589,Store_A,Home,11/2/2019,10,10,-50
75807,Store_A,Clothing,3/5/2020,2,,200
28414,Store C,Groceries,20/12/2019,10,-5,-50
34220,STORE_B,Electronics,12/26/2019,10,,
70531,store_a,Electronics,11/3/2019,3,20,100
52425,STORE_B,Eletronics,11/29/2019,-2,10,
19387,Store C,Clothing,11/1/2020,,100,500
86815,store_a,Clothing,11/30/2019,10,100,
37584,store_a,Clothing,5/31/2020,,-5,100
54783,Store_B,Electronics,12/31/2020,2,-5,200
49809,store_a,Home,12/7/2019,3,-5,-50
64327,Store_A,Electronics,4/2/2019,2,20,200
20857,STORE_B,Electronics,17/11/2020,2,,
52261,STORE_B,Electronics,23/02/2019,3,-5,500
83588,Store_B,Home,3/11/2020,,10,
26995,store_a,Groceries,1/21/2019,2,-5,100
23580,Store C,Eletronics,28/05/2019,1,,100
28240,Store_A,Groceries,6/26/2019,,10,500
93446,Store_B,Groceries,17/10/2020,-2,10,200
85752,store_a,Electronics,1/22/2019,-2,10,100
56111,Store C,Groceries,16/04/2019,10,,100
44866,store_a,Electronics,17/08/2019,3,-5,500
90974,Store_B,Electronics,7/1/2020,-2,,200
83401,Store C,Eletronics,9/7/2019,3,,
92093,Store C,Clothing,10/22/2020,,50,-50
22211,Store C,Electronics,9/8/2019,1,,500
68985,Store C,Groceries,1/1/2020,1,20,200
43268,store_a,Eletronics,19/01/2020,1,50,-50
13646,Store C,Groceries,13/04/2020,1,10,500
65371,store_a,Clothing,5/6/2019,5,-5,
52816,Store C,Home,11/5/2020,3,100,
99460,Store C,Clothing,22/06/2020,2,-5,200
54112,Store_B,Eletronics,9/2/2020,3,50,200
61048,store_a,Clothing,17/07/2020,-2,50,
64911,store_a,Clothing,6/10/2019,3,10,
85446,STORE_B,Eletronics,2/13/2019,3,,500
11778,Store_B,Eletronics,7/1/2020,1,,200
55752,store_a,Groceries,5/4/2020,1,50,-50
94977,Store_B,Electronics,3/10/2020,5,,
80726,Store_B,Home,19/11/2019,,50,-50
90840,Store_B,Home,4/3/2019,3,-5,200
37289,Store_A,Home,12/23/2019,10,100,200
54788,store_a,Clothing,24/06/2020,,-5,100
14747,Store_B,Eletronics,9/10/2019,-2,100,
84822,Store_A,Eletronics,23/02/2019,5,10,200
10045,Store_A,Eletronics,12/21/2020,-2,20,200
17758,Store C,Electronics,5/11/2020,1,20,
33437,Store C,Eletronics,6/1/2019,-2,-5,100
29585,store_a,Eletronics,18/06/2019,3,,100
19854,Store C,Clothing,12/12/2020,1,20,100
62076,store_a,Groceries,5/3/2019,,100,100
66950,Store_A,Home,9/8/2020,2,10,500
27349,Store_A,Clothing,11/15/2020,1,100,
31348,store_a,Clothing,5/23/2019,1,50,
44296,Store C,Clothing,29/09/2019,5,,
29455,Store C,Home,26/07/2019,2,,100
88824,store_a,Clothing,5/25/2020,,20,100
64021,STORE_B,Groceries,2/26/2019,10,50,200
81923,Store C,Eletronics,2/11/2019,10,20,500
49293,Store_B,Groceries,31/03/2019,10,20,
98552,Store C,Eletronics,18/02/2020,3,20,500
56116,STORE_B,Eletronics,12/9/2019,10,50,
50484,Store_A,Clothing,11/28/2019,3,20,100
40215,Store_A,Clothing,30/12/2020,,,100
91638,Store_A,Home,12/7/2019,,20,
13404,Store C,Electronics,12/7/2019,1,50,-50
47260,Store_A,Groceries,9/12/2020,10,50,100
75642,STORE_B,Home,28/04/2019,5,100,200
90731,STORE_B,Home,7/1/2019,,20,100
56009,Store C,Groceries,10/9/2019,2,50,200
39605,Store_B,Groceries,10/7/2020,2,-5,500
63205,Store C,Eletronics,17/05/2020,,20,100
47569,Store_A,Electronics,6/6/2020,1,10,100
15580,Store C,Clothing,7/1/2019,-2,,500
15400,STORE_B,Electronics,9/8/2019,2,,200
49643,Store C,Electronics,5/18/2019,2,-5,-50
96173,Store C,Clothing,25/05/2020,-2,20,200
49015,Store_B,Electronics,20/01/2019,1,,
81713,STORE_B,Home,3/29/2020,-2,,
82805,store_a,Home,1/6/2019,1,10,
24974,store_a,Clothing,3/28/2019,1,,500
24037,STORE_B,Clothing,10/20/2019,5,,200
94292,store_a,Groceries,4/2/2019,1,50,100
26167,Store_A,Groceries,7/27/2019,1,,
98754,store_a,Electronics,11/5/2020,1,20,200
53148,Store_A,Electronics,7/5/2019,,,100
82153,STORE_B,Clothing,13/01/2020,10,20,200
31534,store_a,Electronics,6/5/2019,,,500
96078,store_a,Eletronics,10/20/2019,10,20,
66879,Store_A,Home,6/16/2020,5,,-50
75839,Store_A,Electronics,6/10/2019,5,-5,
39756,Store C,Electronics,9/11/2020,2,20,
22683,Store_B,Groceries,30/04/2019,-2,,500
59485,store_a,Eletronics,6/5/2019,-2,10,100
21025,Store_B,Electronics,5/23/2019,,50,
96426,Store_B,Home,30/07/2020,10,50,100
28715,store_a,Electronics,7/15/2020,5,50,100
80097,Store_A,Clothing,2/4/2019,5,50,500
97116,Store C,Eletronics,8/12/2019,,10,
85705,STORE_B,Electronics,10/29/2020,2,-5,500
27116,store_a,Eletronics,1/28/2020,1,-5,500
46744,store_a,Electronics,2/12/2020,3,10,-50
97579,STORE_B,Home,11/11/2020,2,,500
12124,Store_B,Home,10/24/2019,-2,10,-50
48051,Store C,Eletronics,11/19/2019,-2,50,100
17176,Store_B,Groceries,2/8/2019,3,-5,100
74818,STORE_B,Groceries,5/19/2020,2,100,200
28676,STORE_B,Clothing,22/01/2019,2,,200
55177,Store C,Groceries,31/08/2020,1,20,100
10997,STORE_B,Eletronics,14/02/2020,5,-5,
69330,STORE_B,Groceries,26/09/2020,10,50,200
53769,Store C,Clothing,8/28/2019,2,-5,500
88653,store_a,Electronics,11/17/2020,1,50,200
21231,Store_B,Groceries,9/1/2019,-2,50,100
82976,store_a,Eletronics,23/09/2019,3,-5,
95447,store_a,Eletronics,5/1/2020,,-5,100
65965,Store_B,Clothing,3/2/2019,-2,-5,
91144,store_a,Clothing,4/12/2020,,10,200
71517,Store C,Home,9/14/2020,5,-5,500
37387,Store_B,Home,5/1/2019,,20,500
14090,Store_A,Home,10/25/2019,2,,100
34945,store_a,Electronics,11/12/2019,3,50,
50239,STORE_B,Eletronics,2/1/2019,2,-5,200
13743,Store_B,Home,27/09/2019,,20,
40924,Store_A,Eletronics,10/31/2019,10,100,
20196,STORE_B,Clothing,3/8/2020,-2,-5,
78860,Store_A,Electronics,10/25/2020,,10,200
51400,store_a,Clothing,17/06/2019,10,50,
95177,STORE_B,Eletronics,15/02/2020,,20,500
90399,store_a,Home,17/12/2020,5,-5,100
58795,STORE_B,Clothing,1/3/2019,3,20,-50
61553,Store_B,Groceries,10/8/2020,10,50,
34111,Store C,Electronics,7/28/2019,1,20,500
73083,Store C,Eletronics,24/02/2020,5,20,500
71600,Store_A,Home,8/8/2020,2,-5,100
60022,STORE_B,Clothing,6/2/2020,,-5,100
13199,store_a,Electronics,29/05/2020,3,,-50
60897,Store_B,Home,3/18/2019,3,10,-50
48038,Store_B,Clothing,12/4/2019,,,-50
65038,Store_B,Eletronics,12/5/2019,1,10,200
17897,Store C,Groceries,1/7/2019,-2,10,200
74541,store_a,Groceries,21/07/2020,-2,,500
24892,Store_B,Eletronics,17/03/2019,10,50,100
18271,Store_B,Electronics,14/02/2020,,20,
34815,Store_A,Eletronics,7/8/2020,3,100,100
55612,STORE_B,Clothing,17/07/2020,1,,200
43357,STORE_B,Electronics,25/03/2020,-2,,500
85088,STORE_B,Groceries,7/25/2020,1,50,
26267,Store_A,Clothing,21/04/2020,-2,20,-50
28268,Store C,Home,2/28/2020,2,-5,-50
24263,Store_A,Home,11/3/2020,1,,200
80935,Store_B,Home,5/11/2019,5,100,500
69660,store_a,Groceries,14/07/2019,3,20,100
75527,Store_B,Eletronics,4/8/2019,5,,200
73379,Store_B,Electronics,10/27/2019,-2,-5,100
51271,store_a,Groceries,16/01/2019,1,,
76612,STORE_B,Clothing,15/12/2020,1,-5,100
17235,Store_A,Clothing,22/08/2020,5,10,
98757,Store C,Home,10/1/2019,2,10,500
26417,Store_B,Electronics,9/18/2019,1,,200
44609,Store_B,Home,15/06/2020,5,50,100
43902,Store C,Clothing,24/07/2019,5,10,500
33645,Store_A,Clothing,11/28/2019,3,,500
72873,Store_B,Eletronics,4/25/2019,2,-5,100
97218,Store C,Eletronics,9/25/2019,10,20,-50
74558,Store_B,Eletronics,1/12/2019,5,-5,-50
72233,STORE_B,Home,3/14/2019,3,100,
33401,STORE_B,Electronics,12/10/2019,10,10,500
17771,Store_B,Eletronics,23/05/2019,3,,200
51335,Store_B,Groceries,2/10/2020,3,10,200
84451,STORE_B,Eletronics,6/27/2019,,-5,500
89434,Store_B,Home,10/2/2019,2,-5,-50
77449,Store_A,Electronics,3/8/2019,1,20,500
11942,Store_A,Eletronics,5/7/2020,2,50,
30388,store_a,Electronics,2/4/2020,10,,500
93251,Store_A,Groceries,9/27/2019,,20,100
67042,Store_B,Clothing,4/30/2020,2,100,-50
63740,Store_B,Electronics,2/28/2019,1,,100
75873,Store C,Eletronics,10/3/2020,2,100,100
57024,Store_A,Home,5/6/2019,2,50,500
33450,STORE_B,Home,9/23/2019,2,,500
66965,STORE_B,Home,3/16/2019,5,,200
20057,store_a,Home,18/01/2020,5,20,100
18983,Store C,Electronics,5/19/2020,2,10,500
29995,STORE_B,Home,12/23/2019,1,,200
87681,store_a,Clothing,6/3/2019,-2,50,100
48886,Store_A,Groceries,25/05/2020,1,,200
99025,Store C,Electronics,4/30/2020,1,,-50
12673,Store C,Electronics,27/02/2020,1,,
44890,Store_B,Home,3/7/2019,,,100
87513,Store_A,Home,12/3/2020,,50,500
33466,Store C,Electronics,1/15/2020,3,20,-50
60406,store_a,Home,28/08/2020,2,10,200
13688,STORE_B,Home,2/11/2020,-2,50,
79284,Store_A,Home,30/11/2020,-2,50,100
23665,Store_A,Home,10/4/2019,2,100,
30641,Store C,Home,9/6/2020,3,10,-50
42500,Store C,Eletronics,2/12/2020,1,20,
45797,Store C,Eletronics,11/10/2019,10,-5,100
94766,store_a,Eletronics,7/2/2020,10,20,-50
55950,Store_B,Electronics,25/06/2020,3,-5,200
35046,Store C,Groceries,4/5/2020,-2,100,100
19638,Store_B,Electronics,2/3/2020,10,100,
96363,Store_B,Eletronics,3/26/2020,5,50,100
31173,Store_A,Electronics,4/15/2020,2,20,-50
23222,STORE_B,Groceries,27/12/2020,10,-5,
60064,STORE_B,Home,13/08/2019,,20,200
47010,store_a,Clothing,12/7/2020,,-5,500
28095,store_a,Eletronics,4/13/2019,-2,20,200
11439,STORE_B,Eletronics,11/24/2019,-2,50,100
95550,STORE_B,Groceries,8/23/2020,5,-5,500
15375,Store_A,Home,9/3/2019,2,20,-50
99023,Store_A,Home,17/12/2019,5,,
30600,STORE_B,Clothing,4/15/2019,2,100,
12466,Store C,Home,11/22/2020,2,100,-50
55097,Store C,Groceries,29/08/2019,-2,-5,100
63276,Store_A,Home,28/12/2019,10,100,200
60117,Store_B,Groceries,19/09/2019,,100,500
56971,STORE_B,Eletronics,17/08/2020,3,,-50
16928,store_a,Eletronics,6/2/2019,10,10,100
98016,Store C,Eletronics,24/11/2019,-2,20,100
65309,Store_B,Electronics,14/08/2019,1,-5,500
84647,Store C,Eletronics,4/11/2019,5,100,-50
50888,Store_B,Groceries,3/2/2020,-2,20,200
53832,STORE_B,Clothing,12/30/2020,1,20,200
19404,STORE_B,Home,3/15/2019,2,,-50
43639,STORE_B,Eletronics,5/5/2019,-2,20,
88118,Store_A,Electronics,10/12/2019,10,100,200
70598,Store_B,Electronics,4/5/2020,1,-5,
76399,store_a,Groceries,10/7/2019,1,20,-50
37684,store_a,Clothing,25/02/2019,,,100
78591,STORE_B,Eletronics,11/16/2020,-2,-5,-50
87722,store_a,Eletronics,26/08/2019,1,-5,100
12682,Store C,Electronics,21/03/2020,,-5,-50
48046,Store_B,Groceries,10/18/2019,,100,
31832,Store_B,Electronics,20/07/2019,2,,
26997,Store_B,Electronics,10/3/2020,,50,-50
44640,Store C,Clothing,6/2/2019,2,10,100
86882,Store_A,Groceries,11/8/2019,,20,-50
50491,Store C,Clothing,10/7/2020,,20,100
73043,Store_B,Groceries,21/11/2019,-2,20,
82725,Store_B,Eletronics,1/26/2019,-2,50,500
55520,Store_B,Home,9/12/2019,2,-5,200
72919,store_a,Home,15/12/2019,1,-5,
74442,Store_A,Groceries,10/20/2019,5,10,-50
31770,Store C,Home,9/28/2020,10,,-50
57498,Store_B,Electronics,8/18/2019,10,50,100
71477,STORE_B,Eletronics,2/22/2019,2,50,200
10244,Store_A,Eletronics,11/8/2019,1,100,
42788,STORE_B,Home,4/11/2019,-2,-5,200
89453,Store_A,Groceries,14/03/2019,-2,50,200
67737,Store_B,Electronics,18/05/2019,5,50,
56489,Store_A,Groceries,9/24/2019,3,20,100
81303,Store_A,Home,1/2/2019,-2,-5,100
38390,Store_B,Eletronics,1/22/2019,2,100,100
20247,STORE_B,Eletronics,7/31/2020,3,,500
79051,STORE_B,Groceries,7/31/2019,10,10,200
69719,store_a,Clothing,12/6/2020,10,,500
44678,STORE_B,Groceries,6/12/2020,-2,100,100
97802,STORE_B,Clothing,1/23/2020,5,20,
86286,Store_A,Groceries,1/14/2019,5,10,200
39583,store_a,Clothing,6/2/2020,3,,
18076,Store_B,Clothing,29/05/2020,-2,-5,-50
28006,Store_B,Clothing,9/7/2020,10,-5,200
25051,Store C,Clothing,19/08/2019,5,10,
14314,store_a,Electronics,2/7/2020,5,10,100
38670,Store_A,Clothing,10/14/2019,10,10,500
77551,Store C,Clothing,1/19/2020,-2,50,
20236,Store C,Eletronics,23/06/2020,10,100,-50
45568,Store_B,Electronics,19/01/2020,1,-5,100
70314,STORE_B,Clothing,5/4/2019,,-5,-50
26352,Store_A,Home,11/8/2019,5,100,500
55650,store_a,Electronics,30/12/2020,3,20,-50
20346,Store C,Eletronics,12/26/2020,-2,-5,
35156,Store_A,Groceries,2/12/2019,2,,
65904,Store_B,Eletronics,2/1/2020,2,20,100
24035,Store C,Eletronics,23/01/2019,10,,500
26108,Store C,Electronics,19/09/2019,,10,500
12853,Store_B,Electronics,25/05/2019,-2,-5,200
94156,Store_B,Home,31/08/2020,-2,,200
14176,Store_B,Home,3/1/2019,3,,
35920,Store_A,Electronics,5/24/2019,1,10,-50
64850,Store_A,Electronics,13/09/2020,5,20,-50
16829,Store_A,Electronics,7/28/2019,1,,100
83927,STORE_B,Groceries,27/01/2020,-2,-5,500
94860,Store C,Eletronics,11/30/2020,3,20,
50667,Store_A,Home,4/24/2019,1,20,-50
75842,STORE_B,Home,6/24/2019,10,100,200
45843,Store C,Clothing,9/28/2019,2,-5,
60808,Store_A,Groceries,3/4/2019,10,-5,100
40543,Store_B,Electronics,4/10/2019,5,10,
82780,store_a,Electronics,6/3/2019,10,10,-50
16611,Store_A,Groceries,27/11/2020,3,50,100
98242,store_a,Home,8/13/2019,-2,-5,200
94612,Store_A,Electronics,6/10/2019,3,20,200
56902,Store_B,Clothing,25/11/2019,5,50,-50
43043,store_a,Home,1/16/2020,5,-5,100
15271,STORE_B,Eletronics,11/14/2019,2,10,200
82867,Store_B,Groceries,12/8/2020,1,10,100
87089,store_a,Home,3/31/2020,2,-5,
68745,store_a,Eletronics,15/07/2020,10,50,500
72077,Store_B,Clothing,12/10/2019,1,10,500
69119,Store_B,Groceries,29/11/2019,5,10,500
21573,Store_B,Electronics,2/18/2020,3,100,200
31409,Store C,Electronics,3/11/2020,10,,-50
95970,STORE_B,Eletronics,29/05/2020,2,-5,500
34464,Store_A,Home,27/07/2020,-2,100,-50
52840,store_a,Clothing,8/13/2019,,,500
58785,Store_A,Eletronics,22/03/2020,,-5,
30662,Store_B,Clothing,10/7/2019,5,100,500
28228,STORE_B,Clothing,7/10/2020,-2,100,-50
70721,STORE_B,Clothing,28/11/2019,1,-5,200
59223,Store C,Groceries,12/29/2020,,20,
17386,Store_B,Eletronics,9/12/2020,1,50,-50
16862,store_a,Groceries,1/9/2019,3,-5,100
50108,Store C,Home,7/26/2020,5,100,500
85023,Store_B,Home,5/3/2020,5,20,
90140,Store C,Electronics,4/10/2019,10,100,200
92963,Store_A,Electronics,25/07/2019,10,50,100
37201,Store_B,Electronics,5/5/2020,-2,20,500
78578,store_a,Home,22/07/2020,1,-5,
59966,store_a,Clothing,9/4/2020,,,-50
64774,Store_B,Clothing,22/02/2019,,50,500
20386,Store C,Eletronics,5/22/2020,2,10,
87228,STORE_B,Home,2/9/2020,1,-5,500
25225,Store_B,Electronics,17/07/2020,,-5,
26693,store_a,Home,10/2/2019,10,-5,-50
82197,Store_A,Clothing,10/25/2020,10,20,500
53021,store_a,Clothing,5/11/2019,10,10,
28261,STORE_B,Groceries,8/11/2020,1,20,100
37378,store_a,Groceries,20/11/2020,5,,200
96755,STORE_B,Eletronics,11/8/2020,-2,20,
21937,Store_B,Home,6/11/2020,2,-5,
76330,store_a,Groceries,18/11/2020,2,100,
57366,Store C,Groceries,6/7/2020,10,10,500
82322,Store C,Home,10/8/2019,3,10,200
50160,store_a,Clothing,10/10/2020,1,20,500
55313,store_a,Eletronics,2/24/2020,,100,
37032,Store_A,Eletronics,29/04/2020,,100,
27358,store_a,Eletronics,9/28/2020,-2,20,200
71710,Store_A,Groceries,21/12/2020,5,50,100
96157,Store_A,Clothing,18/03/2019,10,,500
58821,Store_A,Eletronics,12/14/2019,3,20,100
38365,Store_A,Home,3/4/2020,10,-5,
23189,Store_B,Eletronics,15/11/2020,3,100,
86749,Store C,Electronics,25/09/2020,2,,-50
17248,Store_A,Clothing,6/30/2020,3,20,-50
14369,Store C,Electronics,28/07/2019,2,,100
73763,Store_A,Clothing,2/6/2020,2,50,-50
18050,Store C,Home,6/12/2019,1,100,200
38605,store_a,Groceries,10/26/2020,-2,50,100
59616,store_a,Groceries,19/01/2019,3,50,-50
64479,Store C,Clothing,18/12/2020,5,100,-50
90934,Store_A,Eletronics,17/08/2019,5,-5,200
50883,Store_B,Electronics,9/28/2020,3,50,200
43055,Store C,Home,28/05/2019,-2,20,100
