EmployeeID,Name,Department,Gender,Age,Salary,PerformanceScore,JoinDate
4583,Emp_464,Engineering,F,,-10000,Excellnt,1/2/2016
1016,Emp_465,Finance,female,35,-10000,Average,
4243,Emp_466,Engineering,female,25,50000,Poor,
2243,Emp_467,Finance,male,35,40000,Poor,1/2/2016
3205,Emp_468,Marketing,Male,40,-10000,Excellnt,1/2/2016
3524,Emp_469,Finance,Female,35,60000,Good,1/1/2015
2069,Emp_470,Sales,female,45,40000,Excellent,
4444,Emp_471,HR,male,35,40000,Good,
3565,Emp_472,HR,male,40,-10000,Good,1/2/2016
3146,Emp_473,Marketing,F,40,60000,Good,1/1/2015
4963,Emp_474,Sales,M,40,50000,Good,1/2/2016
2768,Emp_475,Engineering,M,45,-10000,G00d,1/2/2016
2060,Emp_476,Sales,female,40,60000,Excellent,3/15/2017
3327,Emp_477,HR,F,25,40000,G00d,
4420,Emp_478,HR,F,999,60000,Average,1/1/2015
3544,Emp_479,Sales,F,40,40000,Good,3/15/2017
1301,Emp_480,Sales,female,35,-10000,Poor,
1180,Emp_481,HR,M,50,-10000,Excellnt,1/2/2016
1606,Emp_482,Engineering,F,35,,Excellnt,1/1/2015
4170,Emp_483,Marketing,Male,50,,G00d,
1699,Emp_484,Marketing,male,35,,G00d,1/2/2016
1992,Emp_485,Sales,male,45,-10000,Poor,3/15/2017
2139,Emp_486,Marketing,Female,35,50000,Good,1/1/2015
1190,Emp_487,HR,Female,45,-10000,Excellent,
3300,Emp_488,HR,female,45,60000,Average,3/15/2017
1980,Emp_489,Sales,female,40,-10000,Excellnt,1/2/2016
3975,Emp_490,Sales,male,25,-10000,Average,1/2/2016
3006,Emp_491,Sales,Male,50,40000,Excellent,
2184,Emp_492,Engineering,M,40,40000,G00d,1/2/2016
4327,Emp_493,Marketing,M,40,40000,Excellnt,1/1/2015
4394,Emp_494,Sales,female,999,-10000,Average,
1127,Emp_495,Finance,Male,45,50000,G00d,3/15/2017
3065,Emp_496,Finance,female,45,60000,Excellent,
2816,Emp_497,HR,M,50,60000,Average,
2758,Emp_498,Marketing,female,35,50000,Good,3/15/2017
3613,Emp_499,Sales,F,35,50000,G00d,1/2/2016
1569,Emp_500,Finance,female,,60000,Excellent,3/15/2017
2346,Emp_501,Marketing,male,40,,Average,1/1/2015
2895,Emp_502,HR,female,,40000,Good,1/2/2016
3733,Emp_503,Engineering,male,30,40000,Good,
4863,Emp_504,Marketing,Male,30,60000,Excellent,1/2/2016
1625,Emp_505,Marketing,M,,50000,Poor,1/2/2016
4359,Emp_506,Engineering,Female,35,,Excellnt,1/1/2015
3901,Emp_507,Marketing,Female,30,60000,Excellent,1/2/2016
2686,Emp_508,HR,M,999,40000,Good,1/2/2016
4009,Emp_509,HR,Female,35,-10000,Good,1/2/2016
4710,Emp_510,Engineering,female,45,50000,Excellent,
1154,Emp_511,Sales,Male,40,-10000,Poor,1/2/2016
3537,Emp_512,Finance,Male,25,60000,Excellnt,3/15/2017
2409,Emp_513,Sales,M,40,40000,Average,1/2/2016
1784,Emp_514,Marketing,Female,,,Excellent,1/1/2015
4175,Emp_515,Finance,female,35,-10000,Excellnt,1/2/2016
4464,Emp_516,Engineering,Male,,,Excellnt,1/2/2016
4882,Emp_517,Engineering,Male,999,40000,G00d,
1245,Emp_518,Finance,F,35,-10000,Good,3/15/2017
4247,Emp_519,HR,F,40,,Average,1/2/2016
4110,Emp_520,Finance,Male,999,,Excellent,3/15/2017
2500,Emp_521,Marketing,M,999,-10000,Good,1/1/2015
2705,Emp_522,HR,male,999,40000,G00d,
3806,Emp_523,Engineering,male,50,,G00d,3/15/2017
1537,Emp_524,Finance,female,35,60000,Good,
2890,Emp_525,Sales,Male,30,-10000,Poor,1/2/2016
2841,Emp_526,Sales,Male,30,50000,Excellnt,1/1/2015
1920,Emp_527,Marketing,Male,35,50000,Excellent,
3455,Emp_528,Sales,M,35,40000,Excellent,1/2/2016
1524,Emp_529,Finance,F,50,60000,Excellent,3/15/2017
3875,Emp_530,Finance,Male,30,,Good,1/1/2015
2529,Emp_531,Sales,Male,35,50000,Poor,1/1/2015
3950,Emp_532,Finance,Female,35,40000,Average,3/15/2017
4896,Emp_533,Marketing,M,,60000,G00d,3/15/2017
1035,Emp_534,HR,female,50,60000,Good,1/1/2015
1684,Emp_535,Marketing,Male,50,40000,Average,
1019,Emp_536,Marketing,Female,40,40000,G00d,1/1/2015
3368,Emp_537,Finance,male,50,,G00d,3/15/2017
4847,Emp_538,HR,female,25,40000,Poor,
3559,Emp_539,Finance,Male,30,,Excellnt,1/2/2016
1399,Emp_540,Engineering,Male,40,,Excellent,1/1/2015
3701,Emp_541,Finance,Female,25,-10000,Average,3/15/2017
1971,Emp_542,Finance,M,35,60000,Good,1/2/2016
2906,Emp_543,Finance,Male,,60000,Average,1/1/2015
3518,Emp_544,HR,male,,60000,Excellnt,1/1/2015
2166,Emp_545,Finance,Male,35,-10000,Excellent,
2115,Emp_546,HR,male,40,,Average,3/15/2017
4425,Emp_547,Sales,female,50,,Excellnt,1/2/2016
1833,Emp_548,Engineering,female,999,40000,Good,1/1/2015
2823,Emp_549,HR,F,,-10000,Poor,
3774,Emp_550,Sales,F,999,40000,G00d,1/2/2016
2982,Emp_551,HR,male,35,-10000,Good,1/2/2016
1853,Emp_552,HR,M,999,40000,Excellent,1/1/2015
1050,Emp_553,Engineering,Male,45,50000,G00d,1/2/2016
4736,Emp_554,Marketing,Male,40,60000,Good,1/1/2015
4769,Emp_555,Marketing,F,25,60000,Good,
1574,Emp_556,HR,male,40,,Good,
4261,Emp_557,Finance,Male,30,50000,Good,1/2/2016
2148,Emp_558,Sales,Male,50,60000,G00d,1/1/2015
3197,Emp_559,Finance,M,50,,Excellent,3/15/2017
3361,Emp_560,Finance,Female,40,50000,Excellnt,
3617,Emp_561,HR,F,35,60000,Average,1/1/2015
4413,Emp_562,HR,F,35,40000,Poor,1/1/2015
3352,Emp_563,HR,Female,45,-10000,Average,1/1/2015
2715,Emp_564,HR,Male,45,50000,Average,1/2/2016
1681,Emp_565,Marketing,M,50,,Poor,3/15/2017
1837,Emp_566,HR,M,45,50000,G00d,1/2/2016
4854,Emp_567,Marketing,F,,,Excellent,
2077,Emp_568,Marketing,M,,50000,Poor,1/2/2016
4050,Emp_569,HR,female,25,,Excellent,1/1/2015
3491,Emp_570,Engineering,Female,45,60000,G00d,1/2/2016
3660,Emp_571,Sales,Male,25,40000,Average,1/1/2015
4040,Emp_572,Finance,female,45,60000,Excellent,3/15/2017
3311,Emp_573,Marketing,Female,50,40000,G00d,1/2/2016
4124,Emp_574,Sales,male,50,60000,G00d,1/2/2016
2595,Emp_575,Engineering,F,25,60000,Excellnt,1/2/2016
4051,Emp_576,Finance,M,40,50000,Poor,1/1/2015
4691,Emp_577,Finance,male,50,-10000,Excellnt,1/1/2015
1004,Emp_578,Marketing,M,40,,Average,1/2/2016
2126,Emp_579,HR,female,35,,Poor,1/2/2016
2219,Emp_580,Engineering,Male,,,Average,3/15/2017
1773,Emp_581,Marketing,Male,25,40000,Excellnt,3/15/2017
1876,Emp_582,Engineering,Male,999,,G00d,
1991,Emp_583,HR,M,50,,Average,3/15/2017
3931,Emp_584,HR,male,30,50000,Poor,3/15/2017
4421,Emp_585,Marketing,Male,35,60000,Poor,3/15/2017
1046,Emp_586,HR,male,40,,Average,1/1/2015
3914,Emp_587,Sales,M,50,-10000,Poor,3/15/2017
3870,Emp_588,Finance,female,25,,G00d,3/15/2017
3983,Emp_589,Marketing,male,999,40000,G00d,1/2/2016
4891,Emp_590,Engineering,female,45,40000,Poor,1/1/2015
3703,Emp_591,Sales,M,999,40000,Average,
1268,Emp_592,Marketing,M,30,,Excellnt,
1369,Emp_593,HR,F,40,50000,Poor,3/15/2017
1635,Emp_594,HR,M,35,-10000,Poor,
2129,Emp_595,HR,M,999,,Poor,
2693,Emp_596,HR,Female,25,50000,Poor,
2682,Emp_597,Engineering,Male,30,50000,Average,3/15/2017
1656,Emp_598,Sales,F,25,,Excellnt,
1119,Emp_599,Finance,F,50,,Excellnt,3/15/2017
1830,Emp_600,Engineering,F,45,50000,Excellent,1/2/2016
2810,Emp_601,Engineering,Female,35,50000,Poor,1/2/2016
4675,Emp_602,Finance,female,25,50000,Poor,
2081,Emp_603,Finance,M,40,,Excellent,1/2/2016
2974,Emp_604,HR,Male,50,50000,Excellnt,3/15/2017
2369,Emp_605,Engineering,male,50,40000,Good,1/2/2016
1740,Emp_606,Marketing,female,35,,G00d,
4545,Emp_607,Finance,M,50,40000,Good,3/15/2017
1116,Emp_608,Finance,Female,40,60000,Excellnt,1/1/2015
2853,Emp_609,Sales,M,25,,Poor,3/15/2017
3838,Emp_610,Marketing,M,35,60000,Good,1/2/2016
2150,Emp_611,Marketing,Female,,50000,Average,1/1/2015
4464,Emp_612,Finance,F,50,50000,Average,3/15/2017
2931,Emp_613,HR,F,50,-10000,Excellent,1/1/2015
2012,Emp_614,Sales,Male,40,50000,Excellnt,1/1/2015
2664,Emp_615,Marketing,Male,45,60000,Excellnt,1/1/2015
2081,Emp_616,Finance,F,45,50000,Good,3/15/2017
1633,Emp_617,Marketing,female,999,,Poor,1/2/2016
1512,Emp_618,Sales,male,50,50000,Excellnt,3/15/2017
4822,Emp_619,Sales,M,,-10000,Good,1/2/2016
3849,Emp_620,Engineering,male,25,50000,Good,3/15/2017
2119,Emp_621,Finance,M,35,60000,G00d,3/15/2017
4709,Emp_622,Sales,F,50,60000,G00d,3/15/2017
2141,Emp_623,Engineering,Male,30,50000,Excellnt,1/2/2016
1559,Emp_624,Engineering,female,35,60000,Good,3/15/2017
4672,Emp_625,Marketing,Male,999,60000,Excellent,1/1/2015
1487,Emp_626,Marketing,male,45,-10000,Excellent,3/15/2017
4308,Emp_627,Engineering,Male,,,G00d,1/1/2015
4956,Emp_628,Marketing,F,50,-10000,Excellnt,
1896,Emp_629,Sales,female,40,40000,Poor,
4343,Emp_630,HR,male,30,-10000,Excellent,1/2/2016
2212,Emp_631,Sales,female,50,50000,Excellent,1/2/2016
1703,Emp_632,Engineering,M,,,G00d,
2470,Emp_633,Engineering,Male,999,50000,G00d,3/15/2017
1580,Emp_634,Sales,female,25,40000,Excellnt,3/15/2017
3837,Emp_635,Marketing,Female,30,,G00d,3/15/2017
3908,Emp_636,Marketing,Male,999,60000,Average,
3294,Emp_637,Engineering,M,50,-10000,Good,1/1/2015
4147,Emp_638,Finance,female,25,50000,Excellent,1/2/2016
1153,Emp_639,Marketing,male,30,40000,Average,1/1/2015
2679,Emp_640,Sales,M,25,60000,Poor,
4506,Emp_641,Marketing,Female,25,-10000,Average,1/1/2015
1996,Emp_642,Sales,female,30,60000,Excellnt,3/15/2017
4157,Emp_643,Engineering,F,30,-10000,Poor,3/15/2017
3744,Emp_644,Marketing,Male,25,,Poor,1/1/2015
4356,Emp_645,Sales,male,999,60000,G00d,
2243,Emp_646,Engineering,F,,60000,Average,1/1/2015
2092,Emp_647,Finance,female,45,60000,Excellnt,3/15/2017
4118,Emp_648,Sales,female,30,,Excellent,3/15/2017
2008,Emp_649,Finance,M,50,40000,G00d,
3141,Emp_650,Finance,female,35,-10000,Average,1/1/2015
2773,Emp_651,HR,male,40,60000,Excellent,3/15/2017
1957,Emp_652,Marketing,F,25,,Average,3/15/2017
4059,Emp_653,Sales,male,25,40000,G00d,1/1/2015
1452,Emp_654,Finance,Female,40,-10000,Excellent,1/1/2015
2227,Emp_655,HR,Female,45,,G00d,1/2/2016
3959,Emp_656,Engineering,Male,40,-10000,Average,
3265,Emp_657,Sales,Male,30,60000,Poor,
3521,Emp_658,Finance,Female,40,40000,Good,1/1/2015
3479,Emp_659,Marketing,female,25,,Poor,
3388,Emp_660,HR,male,40,40000,G00d,3/15/2017
1550,Emp_661,Finance,Female,35,60000,G00d,1/1/2015
2635,Emp_662,Marketing,Male,50,40000,G00d,1/1/2015
2312,Emp_663,Finance,Female,30,40000,Excellent,1/1/2015
4325,Emp_664,Sales,female,40,50000,Excellnt,1/2/2016
2757,Emp_665,Sales,Female,25,40000,G00d,
1356,Emp_666,Sales,male,999,-10000,Poor,1/2/2016
3070,Emp_667,HR,F,50,,Good,3/15/2017
2785,Emp_668,Sales,female,30,50000,G00d,
3569,Emp_669,Marketing,Male,25,,G00d,1/2/2016
2781,Emp_670,Finance,male,45,,G00d,1/1/2015
4908,Emp_671,Engineering,Female,35,60000,Excellent,1/2/2016
4171,Emp_672,Marketing,Female,,60000,G00d,1/1/2015
3849,Emp_673,Marketing,F,45,50000,Poor,1/2/2016
4251,Emp_674,Sales,Male,,60000,Average,1/2/2016
4294,Emp_675,HR,Male,35,60000,Excellnt,1/2/2016
4977,Emp_676,Finance,M,40,60000,G00d,1/1/2015
3809,Emp_677,HR,Male,30,,Excellent,1/2/2016
4730,Emp_678,Finance,F,40,50000,Poor,
3489,Emp_679,Finance,M,35,,G00d,
2631,Emp_680,HR,M,35,-10000,Excellent,
3816,Emp_681,Marketing,Female,35,,Average,1/1/2015
2015,Emp_682,Finance,Female,,-10000,Good,1/1/2015
2348,Emp_683,HR,Male,50,40000,G00d,
1515,Emp_684,Finance,M,25,40000,Poor,
4087,Emp_685,Engineering,Female,30,-10000,Excellent,
3839,Emp_686,Marketing,F,40,-10000,Excellent,3/15/2017
1335,Emp_687,Sales,Female,40,,G00d,
2782,Emp_688,Finance,female,45,-10000,Excellent,1/2/2016
3305,Emp_689,Engineering,female,,50000,Good,3/15/2017
1496,Emp_690,Sales,Female,35,40000,Excellent,3/15/2017
1895,Emp_691,Sales,M,999,40000,Excellnt,1/1/2015
3207,Emp_692,Finance,M,35,-10000,Excellnt,1/2/2016
4546,Emp_693,HR,male,35,60000,Excellent,1/1/2015
1851,Emp_694,Finance,female,999,60000,G00d,1/1/2015
2687,Emp_695,Engineering,F,40,-10000,Excellnt,1/2/2016
2931,Emp_696,Sales,M,45,50000,Poor,1/1/2015
3737,Emp_697,Finance,Male,25,60000,Excellnt,1/2/2016
4746,Emp_698,HR,female,999,-10000,Excellent,1/2/2016
3427,Emp_699,Finance,F,,50000,G00d,1/1/2015
2568,Emp_700,Marketing,F,50,50000,Average,
1956,Emp_701,HR,M,30,,G00d,1/1/2015
3738,Emp_702,Engineering,F,,50000,G00d,3/15/2017
4498,Emp_703,Sales,M,999,60000,G00d,1/1/2015
2636,Emp_704,Finance,Female,25,60000,Poor,1/2/2016
2291,Emp_705,HR,female,40,-10000,Good,3/15/2017
4906,Emp_706,Marketing,male,50,-10000,Excellent,1/2/2016
4648,Emp_707,HR,Female,50,50000,Good,
2440,Emp_708,Marketing,female,50,40000,Average,
2191,Emp_709,Engineering,M,35,,Good,3/15/2017
4913,Emp_710,Sales,female,30,40000,Excellent,
2066,Emp_711,Engineering,M,40,50000,Excellent,
4627,Emp_712,Finance,Female,40,50000,Average,1/1/2015
1284,Emp_713,HR,Male,50,40000,Excellent,1/1/2015
3444,Emp_714,Marketing,Male,40,,Average,
1011,Emp_715,Marketing,female,30,40000,Average,
2630,Emp_716,HR,Male,30,-10000,Excellent,1/1/2015
4373,Emp_717,HR,M,45,60000,Excellnt,
4969,Emp_718,Finance,F,999,-10000,Average,
4324,Emp_719,Engineering,M,999,60000,Excellent,1/2/2016
3546,Emp_720,Marketing,F,45,50000,Excellnt,
1753,Emp_721,Finance,Female,25,,Average,3/15/2017
3082,Emp_722,Engineering,male,999,40000,Excellnt,1/2/2016
3774,Emp_723,Finance,F,30,,Poor,3/15/2017
3896,Emp_724,Marketing,Male,30,40000,G00d,
1089,Emp_725,HR,M,999,-10000,Poor,1/1/2015
1775,Emp_726,HR,Female,30,-10000,Excellnt,1/2/2016
3652,Emp_727,Engineering,Male,45,40000,Average,1/1/2015
4993,Emp_728,Sales,Female,50,,Excellent,1/2/2016
4017,Emp_729,Engineering,male,50,40000,Good,1/1/2015
2625,Emp_730,Sales,M,40,50000,Excellent,1/2/2016
4069,Emp_731,Finance,female,,-10000,Good,1/2/2016
1417,Emp_732,Finance,M,,50000,Good,3/15/2017
1114,Emp_733,Marketing,male,50,-10000,Average,1/1/2015
1616,Emp_734,Sales,M,35,-10000,Excellnt,3/15/2017
4974,Emp_735,Marketing,female,45,60000,Excellent,3/15/2017
4267,Emp_736,HR,F,30,50000,Excellnt,1/1/2015
1825,Emp_737,Sales,Female,999,50000,Poor,1/2/2016
4572,Emp_738,Engineering,female,50,60000,Average,3/15/2017
2649,Emp_739,HR,Male,45,,Average,1/1/2015
2516,Emp_740,HR,male,50,50000,Poor,1/2/2016
4146,Emp_741,Engineering,F,25,40000,Excellent,3/15/2017
1412,Emp_742,HR,Male,30,60000,G00d,3/15/2017
4447,Emp_743,Sales,Male,25,50000,Poor,3/15/2017
4491,Emp_744,Marketing,male,30,,Excellent,1/2/2016
1728,Emp_745,HR,F,45,50000,Good,3/15/2017
4348,Emp_746,Sales,Male,40,-10000,Average,1/2/2016
4068,Emp_747,Finance,Male,50,40000,Excellent,
3808,Emp_748,Sales,F,50,60000,Excellnt,3/15/2017
1675,Emp_749,Marketing,M,35,-10000,Excellnt,
4465,Emp_750,Sales,Male,999,,Average,1/1/2015
2892,Emp_751,Engineering,Female,25,-10000,Poor,3/15/2017
3504,Emp_752,Marketing,F,50,-10000,G00d,1/1/2015
3967,Emp_753,Finance,Male,45,,Poor,1/1/2015
3239,Emp_754,Engineering,male,40,-10000,Excellent,1/1/2015
3786,Emp_755,Sales,female,999,60000,Poor,
4760,Emp_756,Marketing,Female,45,50000,Average,1/2/2016
2122,Emp_757,Finance,female,25,-10000,Excellent,
2571,Emp_758,Engineering,female,35,60000,Good,
1977,Emp_759,Finance,Male,50,50000,Poor,1/1/2015
2008,Emp_760,Sales,Female,45,50000,Poor,3/15/2017
3143,Emp_761,Finance,Female,999,-10000,G00d,1/2/2016
2687,Emp_762,HR,M,30,60000,Excellent,1/1/2015
3710,Emp_763,Engineering,female,40,-10000,Excellnt,1/2/2016
4261,Emp_764,Finance,Female,999,,Poor,
4807,Emp_765,Sales,M,45,50000,Average,1/2/2016
1036,Emp_766,Sales,F,40,-10000,Poor,1/2/2016
4851,Emp_767,Finance,M,50,50000,G00d,3/15/2017
4440,Emp_768,Sales,male,30,60000,Good,1/1/2015
4766,Emp_769,Marketing,Male,35,40000,G00d,1/2/2016
2548,Emp_770,Marketing,F,999,-10000,Poor,1/2/2016
3326,Emp_771,Marketing,F,35,-10000,Excellnt,
3264,Emp_772,HR,male,30,50000,Poor,
3914,Emp_773,Finance,M,40,60000,Excellent,1/2/2016
1872,Emp_774,HR,Male,50,,Poor,1/1/2015
2821,Emp_775,Sales,M,45,60000,Excellnt,1/2/2016
2296,Emp_776,HR,Female,30,-10000,Excellent,1/2/2016
4952,Emp_777,Sales,M,25,,Average,3/15/2017
3109,Emp_778,Sales,F,40,60000,Excellent,1/1/2015
1595,Emp_779,Engineering,Male,35,40000,G00d,3/15/2017
2903,Emp_780,Marketing,M,999,50000,Good,1/1/2015
1728,Emp_781,Sales,Male,30,60000,G00d,1/1/2015
2365,Emp_782,Engineering,Male,35,60000,Excellent,1/1/2015
1396,Emp_783,Marketing,Female,40,40000,Average,3/15/2017
1698,Emp_784,Sales,Female,35,-10000,Poor,3/15/2017
4090,Emp_785,Sales,F,30,50000,Excellent,3/15/2017
3224,Emp_786,HR,male,40,60000,G00d,
2635,Emp_787,HR,Male,25,,Excellent,3/15/2017
1395,Emp_788,Marketing,male,30,60000,Excellent,
3492,Emp_789,Sales,F,45,50000,Excellent,
4304,Emp_790,Finance,Male,,60000,Average,
4986,Emp_791,HR,Male,50,40000,Excellnt,1/2/2016
1075,Emp_792,Marketing,female,30,60000,Excellnt,1/2/2016
1264,Emp_793,Sales,male,40,60000,Excellent,1/2/2016
3502,Emp_794,Sales,M,999,,Average,
2819,Emp_795,Finance,Female,50,40000,Average,
1717,Emp_796,Marketing,M,30,40000,Excellent,1/1/2015
3782,Emp_797,Sales,male,25,60000,G00d,
4455,Emp_798,HR,Female,999,,G00d,1/2/2016
4635,Emp_799,Finance,M,25,60000,Good,
1850,Emp_800,Marketing,female,45,60000,Excellent,
4577,Emp_801,Finance,Female,999,50000,Good,1/1/2015
2390,Emp_802,HR,Male,35,50000,G00d,
1143,Emp_803,Marketing,M,,,G00d,3/15/2017
1884,Emp_804,Finance,Female,999,-10000,Excellent,1/1/2015
4140,Emp_805,Engineering,female,50,50000,Good,
4170,Emp_806,HR,Female,999,-10000,Good,
1395,Emp_807,HR,Female,40,40000,Excellent,1/1/2015
4096,Emp_808,HR,female,,50000,Good,
3995,Emp_809,Engineering,M,40,50000,Poor,1/2/2016
3938,Emp_810,Engineering,F,35,,G00d,3/15/2017
2492,Emp_811,Sales,M,999,-10000,Excellnt,3/15/2017
4555,Emp_812,Finance,male,25,50000,Average,1/2/2016
4636,Emp_813,Sales,female,25,50000,Good,
4222,Emp_814,Finance,M,30,,Good,
2167,Emp_815,Engineering,Female,45,,Average,3/15/2017
3616,Emp_816,Engineering,female,50,-10000,Good,
2062,Emp_817,Sales,Male,,40000,Average,3/15/2017
3156,Emp_818,Marketing,M,45,40000,Excellent,3/15/2017
4764,Emp_819,Sales,female,999,60000,Poor,1/2/2016
2065,Emp_820,Finance,M,45,50000,Poor,3/15/2017
2209,Emp_821,Sales,female,30,-10000,G00d,
3982,Emp_822,HR,Female,45,50000,Excellnt,
3445,Emp_823,Finance,Male,,-10000,Good,1/1/2015
4294,Emp_824,Finance,Male,35,-10000,Excellnt,
1633,Emp_825,Marketing,male,30,-10000,Excellent,1/1/2015
2156,Emp_826,Engineering,female,35,50000,Poor,3/15/2017
4234,Emp_827,Finance,M,999,,Excellent,
2238,Emp_828,Engineering,Male,30,50000,Excellent,1/2/2016
1732,Emp_829,Sales,Male,999,-10000,Good,1/2/2016
1234,Emp_830,HR,F,999,60000,Excellent,1/2/2016
4914,Emp_831,Marketing,F,45,40000,Poor,3/15/2017
3705,Emp_832,Engineering,Male,35,-10000,Excellnt,3/15/2017
1750,Emp_833,Finance,female,999,60000,Poor,1/1/2015
3635,Emp_834,Engineering,male,35,,Good,1/2/2016
4080,Emp_835,Finance,Male,35,-10000,Poor,1/1/2015
4145,Emp_836,Engineering,Female,30,60000,Average,1/1/2015
1953,Emp_837,Finance,M,40,-10000,Excellnt,
3539,Emp_838,Sales,male,45,50000,Average,
3960,Emp_839,Finance,Female,999,60000,Average,1/2/2016
4324,Emp_840,Finance,male,35,50000,G00d,3/15/2017
4301,Emp_841,HR,Female,50,50000,Good,
2542,Emp_842,Finance,M,40,60000,Excellent,3/15/2017
2197,Emp_843,HR,M,999,40000,Average,1/1/2015
2676,Emp_844,Marketing,F,50,60000,Poor,1/1/2015
2191,Emp_845,HR,female,45,40000,Excellent,1/1/2015
3217,Emp_846,Sales,Female,45,-10000,Poor,1/1/2015
2416,Emp_847,HR,F,35,-10000,Poor,1/2/2016
3993,Emp_848,Marketing,Female,35,60000,Excellent,1/1/2015
3842,Emp_849,Sales,F,,-10000,Excellent,
3681,Emp_850,Engineering,M,,,Poor,1/1/2015
2217,Emp_851,Engineering,male,999,50000,Good,3/15/2017
2540,Emp_852,HR,F,30,50000,Excellnt,
3076,Emp_853,HR,Female,40,40000,G00d,3/15/2017
4236,Emp_854,Marketing,Female,999,-10000,Excellnt,3/15/2017
2445,Emp_855,Marketing,female,40,40000,Good,1/2/2016
3386,Emp_856,Finance,M,35,50000,G00d,1/2/2016
4719,Emp_857,Marketing,Female,45,50000,Excellent,3/15/2017
2519,Emp_858,Finance,Male,35,-10000,G00d,3/15/2017
2388,Emp_859,Sales,male,45,,Poor,1/1/2015
2856,Emp_860,HR,F,,,Excellnt,
2365,Emp_861,Sales,female,999,-10000,G00d,1/1/2015
1499,Emp_862,Marketing,male,,-10000,Poor,1/2/2016
2680,Emp_863,Sales,M,45,40000,Good,1/2/2016
1510,Emp_864,Sales,female,35,-10000,G00d,1/1/2015
4398,Emp_865,Sales,F,,,Poor,
1216,Emp_866,Marketing,F,25,-10000,Good,3/15/2017
2324,Emp_867,Sales,Male,40,40000,Excellent,1/1/2015
2155,Emp_868,Finance,M,50,40000,Good,1/2/2016
2827,Emp_869,Marketing,female,45,40000,Good,
4141,Emp_870,Sales,female,45,40000,Excellnt,1/2/2016
4323,Emp_871,Marketing,Female,25,60000,Poor,
4486,Emp_872,Engineering,Male,999,-10000,G00d,
2810,Emp_873,Finance,Male,999,50000,Excellnt,
3492,Emp_874,Sales,female,999,-10000,Average,1/1/2015
3923,Emp_875,Engineering,female,50,60000,Good,1/1/2015
2205,Emp_876,Engineering,male,30,40000,Average,1/1/2015
3214,Emp_877,Marketing,male,25,60000,Excellnt,
1090,Emp_878,Engineering,male,50,,Poor,
1713,Emp_879,Finance,Male,,,Excellnt,1/2/2016
2881,Emp_880,Finance,Female,25,-10000,Poor,3/15/2017
4602,Emp_881,HR,F,45,-10000,Poor,1/1/2015
1038,Emp_882,Finance,male,40,50000,Excellent,
4197,Emp_883,Engineering,Female,25,50000,Good,1/2/2016
4522,Emp_884,Finance,M,30,,Excellnt,1/2/2016
1172,Emp_885,Marketing,male,35,40000,Poor,1/2/2016
1652,Emp_886,HR,F,,60000,Excellnt,1/1/2015
1753,Emp_887,Engineering,M,50,50000,Excellnt,1/1/2015
2243,Emp_888,HR,M,,50000,Poor,3/15/2017
4709,Emp_889,Engineering,F,,40000,G00d,1/2/2016
2081,Emp_890,Marketing,male,25,40000,Average,1/1/2015
2683,Emp_891,HR,Male,25,-10000,Good,1/2/2016
3523,Emp_892,Sales,F,30,60000,Good,
1455,Emp_893,Engineering,F,40,40000,G00d,1/2/2016
1828,Emp_894,Sales,F,25,50000,Excellent,3/15/2017
1894,Emp_895,HR,M,25,50000,G00d,1/1/2015
2384,Emp_896,Sales,Female,40,,Excellent,
2958,Emp_897,Sales,Male,30,40000,Excellent,1/1/2015
4072,Emp_898,HR,male,50,-10000,G00d,
3434,Emp_899,Marketing,male,,60000,Good,1/2/2016
2996,Emp_900,Sales,Female,50,-10000,Average,1/2/2016
3395,Emp_901,Sales,F,25,50000,Good,3/15/2017
1189,Emp_902,Marketing,Male,40,-10000,Good,3/15/2017
1504,Emp_903,Sales,male,25,50000,Good,
2214,Emp_904,Sales,female,999,50000,G00d,3/15/2017
2531,Emp_905,Sales,male,35,50000,G00d,3/15/2017
4440,Emp_906,Finance,F,50,50000,G00d,3/15/2017
4480,Emp_907,Marketing,female,999,50000,Good,3/15/2017
1823,Emp_908,Sales,Female,45,,Average,1/2/2016
1928,Emp_909,Marketing,Male,35,-10000,Excellent,3/15/2017
1933,Emp_910,Engineering,Female,25,,Excellnt,1/2/2016
2140,Emp_911,Engineering,Female,30,,Excellent,1/2/2016
1133,Emp_912,Sales,Male,50,40000,Excellent,1/1/2015
3105,Emp_913,Marketing,Male,45,40000,Excellnt,1/2/2016
4627,Emp_914,Marketing,male,35,40000,Good,1/2/2016
1684,Emp_915,Marketing,male,50,60000,Average,3/15/2017
3719,Emp_916,Finance,Male,40,40000,Average,1/2/2016
3220,Emp_917,Engineering,female,30,-10000,Excellent,
2852,Emp_918,Marketing,M,35,,Excellnt,3/15/2017
1814,Emp_919,Marketing,male,40,-10000,Poor,3/15/2017
2172,Emp_920,Finance,M,999,40000,Good,3/15/2017
1079,Emp_921,Finance,female,25,60000,Excellent,1/1/2015
3933,Emp_922,Marketing,Male,40,60000,Average,3/15/2017
4284,Emp_923,HR,female,35,,G00d,1/2/2016
1202,Emp_924,Marketing,male,,-10000,G00d,
3811,Emp_925,Marketing,Female,35,50000,Excellnt,3/15/2017
2252,Emp_926,Finance,Male,,-10000,Excellnt,3/15/2017
2699,Emp_927,Finance,F,999,40000,Excellent,
2250,Emp_928,Marketing,M,25,50000,Poor,3/15/2017
